,Date,R,Casa v Visitante,-
11,04/18 19:30,-,Liverpool (Jkey) EsportsvArsenal (Skromnuy) Esports,2-2
12,04/18 19:18,-,Man Utd (Arcos) EsportsvArsenal (Skromnuy) Esports,1-0
13,04/18 19:18,-,Liverpool (Jkey) EsportsvMan City (Mr.Jab) Esports,4-1
14,04/18 19:06,-,Man City (Mr.Jab) EsportsvMan Utd (Arcos) Esports,2-1
15,04/18 19:06,-,Tottenham (Bombi1t0) EsportsvLiverpool (Jkey) Esports,1-0
16,04/18 18:54,-,Man Utd (Arcos) EsportsvTottenham (Bombi1t0) Esports,2-0
17,04/18 18:54,-,Arsenal (Skromnuy) EsportsvMan City (Mr.Jab) Esports,0-1
18,04/18 18:42,-,Liverpool (Jkey) EsportsvMan Utd (Arcos) Esports,0-0
19,04/18 18:42,-,Tottenham (Bombi1t0) EsportsvArsenal (Skromnuy) Esports,3-0
20,04/18 18:30,-,Arsenal (Skromnuy) EsportsvLiverpool (Jkey) Esports,0-1
21,04/18 18:30,-,Man City (Mr.Jab) EsportsvTottenham (Bombi1t0) Esports,1-0
22,04/18 17:48,-,Napoli (Mr.Jab) EsportsvInter Milan (Jkey) Esports,1-1
23,04/18 17:48,-,Lazio (Skromnuy) EsportsvAtalanta (Arcos) Esports,1-1
24,04/18 17:36,-,Inter Milan (Jkey) EsportsvAC Milan (Bombi1t0) Esports,2-0
25,04/18 17:36,-,Atalanta (Arcos) EsportsvNapoli (Mr.Jab) Esports,0-0
26,04/18 17:24,-,Napoli (Mr.Jab) EsportsvLazio (Skromnuy) Esports,0-2
27,04/18 17:24,-,AC Milan (Bombi1t0) EsportsvAtalanta (Arcos) Esports,1-1
28,04/18 17:12,-,Lazio (Skromnuy) EsportsvAC Milan (Bombi1t0) Esports,3-1
29,04/18 17:12,-,Atalanta (Arcos) EsportsvInter Milan (Jkey) Esports,3-0
0,04/19 06:00,-,Lokomotiv Moscow (vrico) EsportsvSpartak (Boulevard_Prospect) Esports,1-0
1,04/19 06:00,-,Dyn Kyiv (dm1trena) EsportsvShakhtar (LaikingDast) Esports,1-1
2,04/19 05:48,-,Lokomotiv Moscow (vrico) EsportsvShakhtar (LaikingDast) Esports,0-0
3,04/19 05:48,-,CSKA Moscow (Hrusch) EsportsvSpartak (Boulevard_Prospect) Esports,0-1
4,04/19 05:36,-,Shakhtar (LaikingDast) EsportsvCSKA Moscow (Hrusch) Esports,1-2
5,04/19 05:36,-,Dyn Kyiv (dm1trena) EsportsvLokomotiv Moscow (vrico) Esports,0-0
6,04/19 05:24,-,Spartak (Boulevard_Prospect) EsportsvShakhtar (LaikingDast) Esports,0-3
7,04/19 05:24,-,CSKA Moscow (Hrusch) EsportsvDyn Kyiv (dm1trena) Esports,1-1
8,04/19 05:12,-,Lokomotiv Moscow (vrico) EsportsvCSKA Moscow (Hrusch) Esports,0-0
9,04/19 05:12,-,Dyn Kyiv (dm1trena) EsportsvSpartak (Boulevard_Prospect) Esports,2-0
10,04/19 05:00,-,Spartak (Boulevard_Prospect) EsportsvLokomotiv Moscow (vrico) Esports,2-2
11,04/19 05:00,-,Shakhtar (LaikingDast) EsportsvDyn Kyiv (dm1trena) Esports,0-1
12,04/18 22:18,-,Brazil (Mr.Jab) EsportsvGermany (Jkey) Esports,2-0
13,04/18 22:18,-,Portugal (Skromnuy) EsportsvSpain (Arcos) Esports,2-2
14,04/18 22:06,-,Spain (Arcos) EsportsvBrazil (Mr.Jab) Esports,0-0
15,04/18 22:06,-,Germany (Jkey) EsportsvBelgium (Bombi1t0) Esports,1-3
16,04/18 21:54,-,Belgium (Bombi1t0) EsportsvSpain (Arcos) Esports,1-2
17,04/18 21:54,-,Brazil (Mr.Jab) EsportsvPortugal (Skromnuy) Esports,1-1
18,04/18 21:42,-,Spain (Arcos) EsportsvGermany (Jkey) Esports,2-1
19,04/18 21:42,-,Portugal (Skromnuy) EsportsvBelgium (Bombi1t0) Esports,2-1
20,04/18 21:30,-,Germany (Jkey) EsportsvPortugal (Skromnuy) Esports,0-2
21,04/18 21:30,-,Belgium (Bombi1t0) EsportsvBrazil (Mr.Jab) Esports,0-0
22,04/18 21:18,-,Germany (Jkey) EsportsvBrazil (Mr.Jab) Esports,3-1
23,04/18 21:18,-,Spain (Arcos) EsportsvPortugal (Skromnuy) Esports,4-0
24,04/18 21:06,-,Brazil (Mr.Jab) EsportsvSpain (Arcos) Esports,2-2
25,04/18 21:06,-,Belgium (Bombi1t0) EsportsvGermany (Jkey) Esports,3-1
26,04/18 20:54,-,Spain (Arcos) EsportsvBelgium (Bombi1t0) Esports,3-1
27,04/18 20:54,-,Portugal (Skromnuy) EsportsvBrazil (Mr.Jab) Esports,2-1
28,04/18 20:42,-,Belgium (Bombi1t0) EsportsvPortugal (Skromnuy) Esports,2-2
29,04/18 20:42,-,Germany (Jkey) EsportsvSpain (Arcos) Esports,2-2
0,04/19 09:30,-,Germany (LaikingDast) EsportsvSpain (dm1trena) Esports,4-2
1,04/19 09:30,-,Belgium (Boulevard_Prospect) EsportsvFrança (vrico) Esports,1-0
2,04/19 08:48,-,Real Madrid (LaikingDast) EsportsvBayern (vrico) Esports,0-1
3,04/19 08:48,-,PSG (Boulevard_Prospect) EsportsvNapoli (Hrusch) Esports,0-0
4,04/19 08:36,-,Bayern (vrico) EsportsvTottenham (dm1trena) Esports,1-3
5,04/19 08:36,-,Napoli (Hrusch) EsportsvReal Madrid (LaikingDast) Esports,1-0
6,04/19 08:24,-,Tottenham (dm1trena) EsportsvNapoli (Hrusch) Esports,1-2
7,04/19 08:24,-,Real Madrid (LaikingDast) EsportsvPSG (Boulevard_Prospect) Esports,2-0
8,04/19 08:12,-,Napoli (Hrusch) EsportsvBayern (vrico) Esports,1-0
9,04/19 08:12,-,PSG (Boulevard_Prospect) EsportsvTottenham (dm1trena) Esports,2-1
10,04/19 08:00,-,Bayern (vrico) EsportsvPSG (Boulevard_Prospect) Esports,0-0
11,04/19 08:00,-,Tottenham (dm1trena) EsportsvReal Madrid (LaikingDast) Esports,1-0
12,04/19 07:48,-,Bayern (vrico) EsportsvReal Madrid (LaikingDast) Esports,0-2
13,04/19 07:48,-,Napoli (Hrusch) EsportsvPSG (Boulevard_Prospect) Esports,1-1
14,04/19 07:36,-,Tottenham (dm1trena) EsportsvBayern (vrico) Esports,2-0
15,04/19 07:36,-,Real Madrid (LaikingDast) EsportsvNapoli (Hrusch) Esports,2-1
16,04/19 07:24,-,PSG (Boulevard_Prospect) EsportsvReal Madrid (LaikingDast) Esports,3-1
17,04/19 07:24,-,Napoli (Hrusch) EsportsvTottenham (dm1trena) Esports,0-1
18,04/19 07:12,-,Tottenham (dm1trena) EsportsvPSG (Boulevard_Prospect) Esports,1-0
19,04/19 07:12,-,Bayern (vrico) EsportsvNapoli (Hrusch) Esports,1-1
20,04/19 07:00,-,Real Madrid (LaikingDast) EsportsvTottenham (dm1trena) Esports,1-4
21,04/19 07:00,-,PSG (Boulevard_Prospect) EsportsvBayern (vrico) Esports,1-2
22,04/19 06:48,-,Spartak (Boulevard_Prospect) EsportsvCSKA Moscow (Hrusch) Esports,1-0
23,04/19 06:48,-,Shakhtar (LaikingDast) EsportsvLokomotiv Moscow (vrico) Esports,1-0
24,04/19 06:36,-,Lokomotiv Moscow (vrico) EsportsvDyn Kyiv (dm1trena) Esports,1-1
25,04/19 06:36,-,CSKA Moscow (Hrusch) EsportsvShakhtar (LaikingDast) Esports,0-0
26,04/19 06:24,-,Dyn Kyiv (dm1trena) EsportsvCSKA Moscow (Hrusch) Esports,0-0
27,04/19 06:24,-,Shakhtar (LaikingDast) EsportsvSpartak (Boulevard_Prospect) Esports,1-0
28,04/19 06:12,-,Spartak (Boulevard_Prospect) EsportsvDyn Kyiv (dm1trena) Esports,3-0
29,04/19 06:12,-,CSKA Moscow (Hrusch) EsportsvLokomotiv Moscow (vrico) Esports,0-0
0,04/19 12:30,-,Bayer Leverkusen (dm1trena) EsportsvMan Utd (LaikingDast) Esports,2-0
1,04/19 12:30,-,Valencia (vrico) EsportsvPorto (Boulevard_Prospect) Esports,1-1
2,04/19 12:18,-,Ajax (Hrusch) EsportsvPorto (Boulevard_Prospect) Esports,0-3
3,04/19 12:18,-,Valencia (vrico) EsportsvMan Utd (LaikingDast) Esports,0-3
4,04/19 12:06,-,Man Utd (LaikingDast) EsportsvAjax (Hrusch) Esports,0-2
5,04/19 12:06,-,Bayer Leverkusen (dm1trena) EsportsvValencia (vrico) Esports,4-0
6,04/19 11:54,-,Porto (Boulevard_Prospect) EsportsvMan Utd (LaikingDast) Esports,0-0
7,04/19 11:54,-,Ajax (Hrusch) EsportsvBayer Leverkusen (dm1trena) Esports,0-0
8,04/19 11:42,-,Valencia (vrico) EsportsvAjax (Hrusch) Esports,1-2
9,04/19 11:42,-,Bayer Leverkusen (dm1trena) EsportsvPorto (Boulevard_Prospect) Esports,2-1
10,04/19 11:30,-,Man Utd (LaikingDast) EsportsvBayer Leverkusen (dm1trena) Esports,1-1
11,04/19 11:30,-,Porto (Boulevard_Prospect) EsportsvValencia (vrico) Esports,0-1
12,04/19 11:18,-,Belgium (Boulevard_Prospect) EsportsvPortugal (Hrusch) Esports,0-0
13,04/19 11:18,-,Germany (LaikingDast) EsportsvFrança (vrico) Esports,1-2
14,04/19 11:06,-,França (vrico) EsportsvSpain (dm1trena) Esports,1-1
15,04/19 11:06,-,Portugal (Hrusch) EsportsvGermany (LaikingDast) Esports,3-2
16,04/19 10:54,-,Germany (LaikingDast) EsportsvBelgium (Boulevard_Prospect) Esports,4-0
17,04/19 10:54,-,Spain (dm1trena) EsportsvPortugal (Hrusch) Esports,1-0
18,04/19 10:42,-,Portugal (Hrusch) EsportsvFrança (vrico) Esports,0-0
19,04/19 10:42,-,Belgium (Boulevard_Prospect) EsportsvSpain (dm1trena) Esports,1-1
20,04/19 10:30,-,Spain (dm1trena) EsportsvGermany (LaikingDast) Esports,2-1
21,04/19 10:30,-,França (vrico) EsportsvBelgium (Boulevard_Prospect) Esports,1-2
22,04/19 10:18,-,Portugal (Hrusch) EsportsvBelgium (Boulevard_Prospect) Esports,1-0
23,04/19 10:18,-,França (vrico) EsportsvGermany (LaikingDast) Esports,2-1
24,04/19 10:06,-,Spain (dm1trena) EsportsvFrança (vrico) Esports,1-2
25,04/19 10:06,-,Germany (LaikingDast) EsportsvPortugal (Hrusch) Esports,3-0
26,04/19 09:54,-,Portugal (Hrusch) EsportsvSpain (dm1trena) Esports,1-1
27,04/19 09:54,-,Belgium (Boulevard_Prospect) EsportsvGermany (LaikingDast) Esports,1-2
28,04/19 09:42,-,Spain (dm1trena) EsportsvBelgium (Boulevard_Prospect) Esports,0-0
29,04/19 09:42,-,França (vrico) EsportsvPortugal (Hrusch) Esports,0-3
0,04/19 16:00,-,Napoli (Lomik) EsportsvInter Milan (Jkey) Esports,4-0
1,04/19 16:00,-,Atalanta (Skromnuy) EsportsvAC Milan (Bombi1t0) Esports,2-0
2,04/19 15:48,-,Liverpool (Skromnuy) EsportsvMan City (d1pseN) Esports,2-2
3,04/19 15:48,-,Barcelona (Lomik) EsportsvPSG (Bombi1t0) Esports,2-3
4,04/19 15:36,-,PSG (Bombi1t0) EsportsvReal Madrid (Jkey) Esports,3-0
5,04/19 15:36,-,Man City (d1pseN) EsportsvBarcelona (Lomik) Esports,1-0
6,04/19 15:24,-,Barcelona (Lomik) EsportsvLiverpool (Skromnuy) Esports,1-1
7,04/19 15:24,-,Real Madrid (Jkey) EsportsvMan City (d1pseN) Esports,1-2
8,04/19 15:12,-,Man City (d1pseN) EsportsvPSG (Bombi1t0) Esports,2-0
9,04/19 15:12,-,Liverpool (Skromnuy) EsportsvReal Madrid (Jkey) Esports,0-1
10,04/19 15:00,-,Real Madrid (Jkey) EsportsvBarcelona (Lomik) Esports,0-2
11,04/19 15:00,-,PSG (Bombi1t0) EsportsvLiverpool (Skromnuy) Esports,1-2
12,04/19 14:48,-,PSG (Bombi1t0) EsportsvBarcelona (Lomik) Esports,2-2
13,04/19 14:48,-,Man City (d1pseN) EsportsvLiverpool (Skromnuy) Esports,3-2
14,04/19 14:36,-,Real Madrid (Jkey) EsportsvPSG (Bombi1t0) Esports,0-1
15,04/19 14:36,-,Barcelona (Lomik) EsportsvMan City (d1pseN) Esports,4-0
16,04/19 14:24,-,Man City (d1pseN) EsportsvReal Madrid (Jkey) Esports,1-0
17,04/19 14:24,-,Liverpool (Skromnuy) EsportsvBarcelona (Lomik) Esports,0-1
18,04/19 14:12,-,Real Madrid (Jkey) EsportsvLiverpool (Skromnuy) Esports,1-2
19,04/19 14:12,-,PSG (Bombi1t0) EsportsvMan City (d1pseN) Esports,3-1
20,04/19 14:00,-,Liverpool (Skromnuy) EsportsvPSG (Bombi1t0) Esports,1-0
21,04/19 14:00,-,Barcelona (Lomik) EsportsvReal Madrid (Jkey) Esports,1-0
22,04/19 13:18,-,Porto (Boulevard_Prospect) EsportsvAjax (Hrusch) Esports,1-1
23,04/19 13:18,-,Man Utd (LaikingDast) EsportsvValencia (vrico) Esports,5-0
24,04/19 13:06,-,Valencia (vrico) EsportsvBayer Leverkusen (dm1trena) Esports,1-1
25,04/19 13:06,-,Ajax (Hrusch) EsportsvMan Utd (LaikingDast) Esports,2-1
26,04/19 12:54,-,Man Utd (LaikingDast) EsportsvPorto (Boulevard_Prospect) Esports,1-1
27,04/19 12:54,-,Bayer Leverkusen (dm1trena) EsportsvAjax (Hrusch) Esports,0-0
28,04/19 12:42,-,Ajax (Hrusch) EsportsvValencia (vrico) Esports,2-2
29,04/19 12:42,-,Porto (Boulevard_Prospect) EsportsvBayer Leverkusen (dm1trena) Esports,0-1
0,04/19 19:18,-,Tottenham (Bombi1t0) EsportsvMan City (Lomik) Esports,2-2
1,04/19 19:18,-,Arsenal (d1pseN) EsportsvMan United (Skromnuy) Esports,0-1
2,04/19 19:06,-,Liverpool (Jkey) EsportsvTottenham (Bombi1t0) Esports,0-3
3,04/19 19:06,-,Man City (Lomik) EsportsvArsenal (d1pseN) Esports,1-0
4,04/19 18:54,-,Man United (Skromnuy) EsportsvMan City (Lomik) Esports,1-1
5,04/19 18:54,-,Arsenal (d1pseN) EsportsvLiverpool (Jkey) Esports,4-1
6,04/19 18:42,-,Liverpool (Jkey) EsportsvMan United (Skromnuy) Esports,0-0
7,04/19 18:42,-,Tottenham (Bombi1t0) EsportsvArsenal (d1pseN) Esports,4-3
8,04/19 18:30,-,Man United (Skromnuy) EsportsvTottenham (Bombi1t0) Esports,1-0
9,04/19 18:30,-,Man City (Lomik) EsportsvLiverpool (Jkey) Esports,0-3
10,04/19 18:16,-,Arsenal (d1pseN) EsportsvMan City (Lomik) Esports,0-0
11,04/19 18:09,-,Man United (Skromnuy) EsportsvTottenham (Skromnuy) Esports,0-0
12,04/19 17:48,-,Atalanta (Skromnuy) EsportsvLazio (d1pseN) Esports,0-0
13,04/19 17:48,-,Napoli (Lomik) EsportsvAC Milan (Bombi1t0) Esports,3-1
14,04/19 17:36,-,Lazio (d1pseN) EsportsvNapoli (Lomik) Esports,2-2
15,04/19 17:36,-,AC Milan (Bombi1t0) EsportsvInter Milan (Jkey) Esports,2-4
16,04/19 17:24,-,Napoli (Lomik) EsportsvAtalanta (Skromnuy) Esports,0-0
17,04/19 17:24,-,Inter Milan (Jkey) EsportsvLazio (d1pseN) Esports,0-0
18,04/19 17:12,-,Lazio (d1pseN) EsportsvAC Milan (Bombi1t0) Esports,0-1
19,04/19 17:12,-,Atalanta (Skromnuy) EsportsvInter Milan (Jkey) Esports,0-0
20,04/19 17:00,-,Inter Milan (Jkey) EsportsvNapoli (Lomik) Esports,2-1
21,04/19 17:00,-,AC Milan (Bombi1t0) EsportsvAtalanta (Skromnuy) Esports,1-1
22,04/19 16:48,-,Lazio (d1pseN) EsportsvAtalanta (Skromnuy) Esports,1-0
23,04/19 16:48,-,AC Milan (Bombi1t0) EsportsvNapoli (Lomik) Esports,1-3
24,04/19 16:36,-,Inter Milan (Jkey) EsportsvAC Milan (Bombi1t0) Esports,2-3
25,04/19 16:36,-,Napoli (Lomik) EsportsvLazio (d1pseN) Esports,0-0
26,04/19 16:24,-,Lazio (d1pseN) EsportsvInter Milan (Jkey) Esports,0-1
27,04/19 16:24,-,Atalanta (Skromnuy) EsportsvNapoli (Lomik) Esports,1-0
28,04/19 16:12,-,Inter Milan (Jkey) EsportsvAtalanta (Skromnuy) Esports,1-4
29,04/19 16:12,-,AC Milan (Bombi1t0) EsportsvLazio (d1pseN) Esports,3-1
0,04/19 22:18,-,Espanha (Skromnuy) EsportsvBelgium (d1pseN) Esports,2-1
1,04/19 22:18,-,Brazil (Lomik) EsportsvPortugal (Bombi1t0) Esports,2-2
2,04/19 22:06,-,Portugal (Bombi1t0) EsportsvGermany (Jkey) Esports,4-2
3,04/19 22:06,-,Belgium (d1pseN) EsportsvBrazil (Lomik) Esports,2-0
4,04/19 21:54,-,Brazil (Lomik) EsportsvEspanha (Skromnuy) Esports,0-1
5,04/19 21:54,-,Germany (Jkey) EsportsvBelgium (d1pseN) Esports,1-4
6,04/19 21:42,-,Belgium (d1pseN) EsportsvPortugal (Bombi1t0) Esports,2-2
7,04/19 21:42,-,Espanha (Skromnuy) EsportsvGermany (Jkey) Esports,4-0
8,04/19 21:30,-,Portugal (Bombi1t0) EsportsvEspanha (Skromnuy) Esports,1-1
9,04/19 21:30,-,Germany (Jkey) EsportsvBrazil (Lomik) Esports,3-2
10,04/19 21:18,-,Portugal (Bombi1t0) EsportsvBrazil (Lomik) Esports,0-3
11,04/19 21:18,-,Belgium (d1pseN) EsportsvEspanha (Skromnuy) Esports,2-4
12,04/19 21:06,-,Germany (Jkey) EsportsvPortugal (Bombi1t0) Esports,1-6
13,04/19 21:06,-,Brazil (Lomik) EsportsvBelgium (d1pseN) Esports,2-2
14,04/19 20:54,-,Espanha (Skromnuy) EsportsvBrazil (Lomik) Esports,0-1
15,04/19 20:54,-,Belgium (d1pseN) EsportsvGermany (Jkey) Esports,2-1
16,04/19 20:42,-,Portugal (Bombi1t0) EsportsvBelgium (d1pseN) Esports,2-1
17,04/19 20:42,-,Germany (Jkey) EsportsvEspanha (Skromnuy) Esports,1-5
18,04/19 20:30,-,Brazil (Lomik) EsportsvGermany (Jkey) Esports,3-1
19,04/19 20:30,-,Espanha (Skromnuy) EsportsvPortugal (Bombi1t0) Esports,0-0
20,04/19 20:18,-,Man City (Lomik) EsportsvTottenham (Bombi1t0) Esports,2-2
21,04/19 20:18,-,Man United (Skromnuy) EsportsvArsenal (d1pseN) Esports,0-3
22,04/19 20:06,-,Arsenal (d1pseN) EsportsvMan City (Lomik) Esports,3-1
23,04/19 20:06,-,Tottenham (Bombi1t0) EsportsvLiverpool (Jkey) Esports,2-3
24,04/19 19:54,-,Liverpool (Jkey) EsportsvArsenal (d1pseN) Esports,1-2
25,04/19 19:54,-,Man City (Lomik) EsportsvMan United (Skromnuy) Esports,0-2
26,04/19 19:42,-,Arsenal (d1pseN) EsportsvTottenham (Bombi1t0) Esports,1-1
27,04/19 19:42,-,Man United (Skromnuy) EsportsvLiverpool (Jkey) Esports,2-0
28,04/19 19:30,-,Liverpool (Jkey) EsportsvMan City (Lomik) Esports,3-1
29,04/19 19:30,-,Tottenham (Bombi1t0) EsportsvMan United (Skromnuy) Esports,0-3
0,04/20 06:36,-,Liverpool (white_boy1927) EsportsvMan City (nikkitta) Esports,1-1
1,04/20 06:36,-,Barcelona (Hrusch) EsportsvPSG (dm1trena) Esports,0-0
2,04/20 06:30,-,Spartak Moscow (Mr.Jab) EsportsvLoko Moscow (Kodak) Esports,0-0
3,04/20 06:30,-,Shakhtar Donetsk (Melner) EsportsvDynamo Kyiv (Arcos) Esports,0-1
4,04/20 06:24,-,PSG (dm1trena) EsportsvLiverpool (white_boy1927) Esports,0-1
5,04/20 06:24,-,Man City (nikkitta) EsportsvReal Madrid (DangerDim77) Esports,1-0
6,04/20 06:18,-,Shakhtar Donetsk (Melner) EsportsvLoko Moscow (Kodak) Esports,1-2
7,04/20 06:18,-,CSKA Moscow (LaikingDast) EsportsvDynamo Kyiv (Arcos) Esports,0-0
8,04/20 06:12,-,Real Madrid (DangerDim77) EsportsvPSG (dm1trena) Esports,0-1
9,04/20 06:12,-,Liverpool (white_boy1927) EsportsvBarcelona (Hrusch) Esports,0-2
10,04/20 06:06,-,Spartak Moscow (Mr.Jab) EsportsvShakhtar Donetsk (Melner) Esports,0-0
11,04/20 06:06,-,Loko Moscow (Kodak) EsportsvCSKA Moscow (LaikingDast) Esports,0-1
12,04/20 06:00,-,PSG (dm1trena) EsportsvMan City (nikkitta) Esports,2-1
13,04/20 06:00,-,Barcelona (Hrusch) EsportsvReal Madrid (DangerDim77) Esports,1-4
14,04/20 05:54,-,Dynamo Kyiv (Arcos) EsportsvLoko Moscow (Kodak) Esports,0-0
15,04/20 05:54,-,CSKA Moscow (LaikingDast) EsportsvSpartak Moscow (Mr.Jab) Esports,0-1
16,04/20 05:48,-,Liverpool (white_boy1927) EsportsvReal Madrid (DangerDim77) Esports,2-1
17,04/20 05:48,-,Barcelona (Hrusch) EsportsvMan City (nikkitta) Esports,0-1
18,04/20 05:42,-,Spartak Moscow (Mr.Jab) EsportsvDynamo Kyiv (Arcos) Esports,2-0
19,04/20 05:42,-,Shakhtar Donetsk (Melner) EsportsvCSKA Moscow (LaikingDast) Esports,0-0
20,04/20 05:36,-,PSG (dm1trena) EsportsvBarcelona (Hrusch) Esports,1-1
21,04/20 05:36,-,Man City (nikkitta) EsportsvLiverpool (white_boy1927) Esports,1-0
22,04/20 05:30,-,Loko Moscow (Kodak) EsportsvSpartak Moscow (Mr.Jab) Esports,1-1
23,04/20 05:30,-,Dynamo Kyiv (Arcos) EsportsvShakhtar Donetsk (Melner) Esports,1-0
24,04/20 05:24,-,Real Madrid (DangerDim77) EsportsvMan City (nikkitta) Esports,1-0
25,04/20 05:24,-,Liverpool (white_boy1927) EsportsvPSG (dm1trena) Esports,4-1
26,04/20 05:12,-,PSG (dm1trena) EsportsvReal Madrid (DangerDim77) Esports,2-0
27,04/20 05:12,-,Barcelona (Hrusch) EsportsvLiverpool (white_boy1927) Esports,1-0
28,04/20 05:00,-,Real Madrid (DangerDim77) EsportsvBarcelona (Hrusch) Esports,1-1
29,04/20 05:00,-,Man City (nikkitta) EsportsvPSG (dm1trena) Esports,1-2
0,04/20 08:06,-,Bayern (Kodak) EsportsvRB Leipzig (LaikingDast) Esports,2-1
1,04/20 08:06,-,Leverkusen (Mr.Jab) EsportsvDortmund (Melner) Esports,6-0
2,04/20 08:00,-,Man Utd (dm1trena) EsportsvTottenham (nikkitta) Esports,2-0
3,04/20 08:00,-,Man City (Hrusch) EsportsvLiverpool (DangerDim77) Esports,0-1
4,04/20 07:54,-,M'Gladbach (Arcos) EsportsvBayern (Kodak) Esports,1-0
5,04/20 07:54,-,RB Leipzig (LaikingDast) EsportsvLeverkusen (Mr.Jab) Esports,2-1
6,04/20 07:48,-,Man City (Hrusch) EsportsvTottenham (nikkitta) Esports,1-1
7,04/20 07:48,-,Arsenal (white_boy1927) EsportsvLiverpool (DangerDim77) Esports,0-0
8,04/20 07:42,-,Dortmund (Melner) EsportsvRB Leipzig (LaikingDast) Esports,0-4
9,04/20 07:42,-,Leverkusen (Mr.Jab) EsportsvM'Gladbach (Arcos) Esports,0-2
10,04/20 07:36,-,Man Utd (dm1trena) EsportsvMan City (Hrusch) Esports,2-1
11,04/20 07:36,-,Tottenham (nikkitta) EsportsvArsenal (white_boy1927) Esports,0-1
12,04/20 07:30,-,M'Gladbach (Arcos) EsportsvDortmund (Melner) Esports,0-2
13,04/20 07:30,-,Bayern (Kodak) EsportsvLeverkusen (Mr.Jab) Esports,0-1
14,04/20 07:24,-,Arsenal (white_boy1927) EsportsvMan Utd (dm1trena) Esports,0-0
15,04/20 07:24,-,Liverpool (DangerDim77) EsportsvTottenham (nikkitta) Esports,0-0
16,04/20 07:18,-,Loko Moscow (Kodak) EsportsvShakhtar Donetsk (Melner) Esports,3-2
17,04/20 07:18,-,Dynamo Kyiv (Arcos) EsportsvCSKA Moscow (LaikingDast) Esports,0-0
18,04/20 07:12,-,Man City (Hrusch) EsportsvArsenal (white_boy1927) Esports,1-2
19,04/20 07:12,-,Man Utd (dm1trena) EsportsvLiverpool (DangerDim77) Esports,1-3
20,04/20 07:06,-,Shakhtar Donetsk (Melner) EsportsvSpartak Moscow (Mr.Jab) Esports,1-1
21,04/20 07:06,-,CSKA Moscow (LaikingDast) EsportsvLoko Moscow (Kodak) Esports,1-1
22,04/20 07:00,-,Tottenham (nikkitta) EsportsvMan Utd (dm1trena) Esports,2-1
23,04/20 07:00,-,Liverpool (DangerDim77) EsportsvMan City (Hrusch) Esports,2-0
24,04/20 06:54,-,Spartak Moscow (Mr.Jab) EsportsvCSKA Moscow (LaikingDast) Esports,1-0
25,04/20 06:54,-,Loko Moscow (Kodak) EsportsvDynamo Kyiv (Arcos) Esports,2-2
26,04/20 06:48,-,Man City (nikkitta) EsportsvBarcelona (Hrusch) Esports,0-2
27,04/20 06:48,-,Real Madrid (DangerDim77) EsportsvLiverpool (white_boy1927) Esports,0-0
28,04/20 06:42,-,Dynamo Kyiv (Arcos) EsportsvSpartak Moscow (Mr.Jab) Esports,2-2
29,04/20 06:42,-,CSKA Moscow (LaikingDast) EsportsvShakhtar Donetsk (Melner) Esports,1-1
0,04/20 10:06,-,Bayern (dm1trena) EsportsvNapoli (Hrusch) Esports,0-0
1,04/20 10:02,-,Liverpool (Chellovekk) EsportsvMan City (kalibra) Esports,1-1
2,04/20 10:00,-,Man City (Olle) EsportsvMan City (kalibra) Esports,1-1
3,04/20 10:00,-,Arsenal (FEARGGWP) EsportsvTottenham (Flewless_phoenix) Esports,0-0
4,04/20 09:54,-,Real Madrid (white_boy1927) EsportsvBayern (dm1trena) Esports,2-0
5,04/20 09:54,-,Tottenham (DangerDim77) EsportsvPSG (nikkitta) Esports,2-0
6,04/20 09:42,-,Napoli (Hrusch) EsportsvReal Madrid (white_boy1927) Esports,1-1
7,04/20 09:42,-,Bayern (dm1trena) EsportsvTottenham (DangerDim77) Esports,1-0
8,04/20 09:30,-,Tottenham (DangerDim77) EsportsvNapoli (Hrusch) Esports,1-2
9,04/20 09:30,-,PSG (nikkitta) EsportsvBayern (dm1trena) Esports,0-0
10,04/20 09:18,-,M'Gladbach (Arcos) EsportsvRB Leipzig (LaikingDast) Esports,0-1
11,04/20 09:18,-,Bayern (Kodak) EsportsvDortmund (Melner) Esports,2-1
12,04/20 09:06,-,Dortmund (Melner) EsportsvLeverkusen (Mr.Jab) Esports,0-2
13,04/20 09:06,-,RB Leipzig (LaikingDast) EsportsvBayern (Kodak) Esports,3-1
14,04/20 08:54,-,Bayern (Kodak) EsportsvM'Gladbach (Arcos) Esports,2-0
15,04/20 08:54,-,Leverkusen (Mr.Jab) EsportsvRB Leipzig (LaikingDast) Esports,1-0
16,04/20 08:48,-,Tottenham (nikkitta) EsportsvMan City (Hrusch) Esports,0-0
17,04/20 08:48,-,Liverpool (DangerDim77) EsportsvArsenal (white_boy1927) Esports,1-1
18,04/20 08:42,-,M'Gladbach (Arcos) EsportsvLeverkusen (Mr.Jab) Esports,1-1
19,04/20 08:42,-,RB Leipzig (LaikingDast) EsportsvDortmund (Melner) Esports,1-1
20,04/20 08:36,-,Man City (Hrusch) EsportsvMan Utd (dm1trena) Esports,0-0
21,04/20 08:36,-,Arsenal (white_boy1927) EsportsvTottenham (nikkitta) Esports,0-0
22,04/20 08:30,-,Dortmund (Melner) EsportsvM'Gladbach (Arcos) Esports,0-1
23,04/20 08:30,-,Leverkusen (Mr.Jab) EsportsvBayern (Kodak) Esports,1-2
